frame_id,primary_color,brightness,contrast,saturation,color_variance
0000,#000000,72.44935329861111,52.60445406143558,0.17673968120234204,91.35139254948203
0102,#010101,66.06013997395833,62.934954397718876,0.17186689814814815,108.33213736323418
0161,#010101,51.35234917534722,48.03225023643772,0.22978298185593682,84.30147360677886
0298,#010101,56.590137803819445,55.249238082808404,0.17806247446895423,96.15783289720264
0434,#020201,58.74197157118056,57.276889585388474,0.2503772126906318,99.48459690406214
0525,#010101,54.33419813368056,52.19685009160915,0.201912007250817,90.5802964900663
0627,#010101,61.610821397569445,56.81965234426274,0.23807788245506536,98.7658984421959
0713,#010101,65.14258897569445,56.599468156764814,0.1916974230664488,98.14107419453632
1007,#010101,57.00841362847222,50.662436797500185,0.29103286271105666,88.91703395753318
1084,#000000,40.19525390625,28.77481398309047,0.17849383425245097,51.30413307627616
1266,#010101,60.286373697916666,54.17198384050292,0.2454762986791939,94.54759341140604
1341,#010101,76.44877387152778,53.55732078298214,0.1446429355596405,93.75853528010546
1401,#000000,63.463841145833335,50.49250261965422,0.16119745285266884,87.1632557881223
1460,#010101,57.04715603298611,45.43627525677788,0.24037261284722222,80.05417965162404
1527,#020102,65.556640625,55.43876732146993,0.151555751293573,96.13220995781182
1592,#2d2a2f,66.01295247395834,61.212254225286166,0.13526082941857298,105.02538266731956
1645,#010101,44.30953884548611,47.27930418286388,0.14555945755038127,80.96810349194386
1748,#000000,38.45042751736111,25.878922322280896,0.15389250153186276,46.40419098820608
1933,#010101,54.87721462673611,41.47000052077216,0.19964599928513072,73.86718179477376
2129,#010001,66.53848090277778,51.479470238484176,0.19724231941040304,90.33173553934053
2218,#010101,63.461322699652776,56.07501943292261,0.28337930198120914,98.09948694410191
2527,#010100,76.23148763020833,74.57690539035752,0.1461352379493464,128.39078749496775
2664,#010101,56.70189778645833,44.84405123571313,0.20512017037717864,78.16288934001919
2710,#010000,46.13806640625,49.05462611241697,0.26982004442401963,84.45474818082177
2799,#010000,38.87260199652778,34.46901430141936,0.30963626344635076,60.367867009294976
2964,#010101,52.05133680555556,63.81292779553378,0.1623261803853486,109.97914712115113
3014,#010101,58.744677734375,45.51318627302291,0.10856845298883443,78.84908647040736
3244,#000000,66.45267035590278,58.75490654865994,0.13489075265522876,101.66356686851628
3421,#000000,69.06103732638888,70.23491736732696,0.1230101826320806,121.1054770483124
3866,#010101,53.57205186631944,49.360221289115884,0.1653719320193355,85.91602607147887
3976,#010100,56.10284939236111,51.41060330762913,0.12528398182189543,89.22755946107893
4072,#010100,52.11000759548611,43.637080639996014,0.22978440733932462,77.3871058831489
4166,#010101,45.74040907118056,48.77779123255872,0.24865607979302834,84.27722053866705
4212,#010101,66.41007161458333,71.32125180707,0.18445235055827888,122.52708512162131
